Order Date,Ship Date,Customer,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2022-01-20,2022-01-22,Customer_832,Corporate,United States,Sample City,Sample State,West,Household,Household,Dish Wash Liquid 500ml,330.0,3,0.0,55.21
2022-01-20,2022-01-23,Customer_392,Corporate,United States,Sample City,Sample State,West,Snacks,Snacks,Dark Chocolate Bar,304.0,4,0.05,78.92
2022-01-20,2022-01-22,Customer_481,Consumer,United States,Sample City,Sample State,West,Beverages,Beverages,Mineral Water 1L,40.0,2,0.0,7.88
2022-01-20,2022-01-22,Customer_788,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Instant Noodles Pack,42.75,3,0.05,7.32
2022-01-20,2022-01-23,Customer_977,Corporate,United States,Sample City,Sample State,East,Beverages,Beverages,Mango Juice 1L,161.5,2,0.05,36.2
2022-01-20,2022-01-22,Customer_803,Corporate,United States,Sample City,Sample State,South,Personal Care,Personal Care,Face Wash 100ml,85.5,1,0.1,9.8
2022-01-20,2022-01-23,Customer_551,Corporate,United States,Sample City,Sample State,East,Beverages,Beverages,Cola 750ml,42.75,1,0.05,8.9
2022-01-20,2022-01-21,Customer_299,Corporate,United States,Sample City,Sample State,East,Personal Care,Personal Care,Toothpaste 150g,270.0,4,0.1,65.53
2022-01-20,2022-01-23,Customer_242,Home Office,United States,Sample City,Sample State,East,Snacks,Snacks,Dark Chocolate Bar,560.0,7,0.0,79.24
2022-01-20,2022-01-23,Customer_319,Home Office,United States,Sample City,Sample State,East,Snacks,Snacks,Instant Noodles Pack,15.0,1,0.0,5.13
2022-01-20,2022-01-23,Customer_735,Corporate,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Hand Sanitizer 100ml,360.0,9,0.2,108.26
2022-01-21,2022-01-22,Customer_261,Consumer,United States,Sample City,Sample State,West,Beverages,Beverages,Cola 750ml,45.0,1,0.0,10.65
2022-01-21,2022-01-24,Customer_124,Corporate,United States,Sample City,Sample State,South,Beverages,Beverages,Mineral Water 1L,144.0,8,0.1,45.73
2022-01-21,2022-01-22,Customer_171,Consumer,United States,Sample City,Sample State,South,Snacks,Snacks,Dark Chocolate Bar,384.0,6,0.2,119.37
2022-01-21,2022-01-24,Customer_202,Consumer,United States,Sample City,Sample State,West,Snacks,Snacks,Dark Chocolate Bar,152.0,2,0.05,41.86
2022-01-21,2022-01-24,Customer_290,Home Office,United States,Sample City,Sample State,East,Snacks,Snacks,Dark Chocolate Bar,216.0,3,0.1,67.17
2022-01-21,2022-01-23,Customer_119,Consumer,United States,Sample City,Sample State,South,Beverages,Beverages,Mango Juice 1L,161.5,2,0.05,44.98
2022-01-21,2022-01-23,Customer_418,Consumer,United States,Sample City,Sample State,West,Personal Care,Personal Care,Herbal Shampoo 180ml,114.0,1,0.05,20.28
2022-01-21,2022-01-23,Customer_880,Home Office,United States,Sample City,Sample State,East,Beverages,Beverages,Green Tea Box,960.0,8,0.2,167.45
2022-01-21,2022-01-22,Customer_618,Consumer,United States,Sample City,Sample State,Central,Beverages,Beverages,Green Tea Box,427.5,3,0.05,106.57
2022-01-21,2022-01-23,Customer_995,Corporate,United States,Sample City,Sample State,West,Household,Household,Dish Wash Liquid 500ml,528.0,6,0.2,129.93
2022-01-21,2022-01-23,Customer_337,Corporate,United States,Sample City,Sample State,East,Household,Household,Floor Cleaner 1L,224.0,2,0.2,46.52
2022-01-21,2022-01-24,Customer_147,Corporate,United States,Sample City,Sample State,Central,Beverages,Beverages,Mango Juice 1L,726.75,9,0.05,175.16
2022-01-21,2022-01-23,Customer_686,Consumer,United States,Sample City,Sample State,South,Beverages,Beverages,Mineral Water 1L,144.0,9,0.2,44.53
2022-01-21,2022-01-22,Customer_157,Home Office,United States,Sample City,Sample State,South,Personal Care,Personal Care,Toothpaste 150g,472.5,7,0.1,145.68
2022-01-21,2022-01-24,Customer_706,Consumer,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Face Wash 100ml,90.25,1,0.05,14.71
2022-01-21,2022-01-24,Customer_552,Corporate,United States,Sample City,Sample State,West,Household,Household,Floor Cleaner 1L,399.0,3,0.05,78.03
2022-01-22,2022-01-25,Customer_216,Consumer,United States,Sample City,Sample State,South,Personal Care,Personal Care,Face Wash 100ml,85.5,1,0.1,10.09
2022-01-22,2022-01-25,Customer_300,Home Office,United States,Sample City,Sample State,East,Personal Care,Personal Care,Toothpaste 150g,356.25,5,0.05,118.98
2022-01-22,2022-01-23,Customer_351,Corporate,United States,Sample City,Sample State,West,Snacks,Snacks,Instant Noodles Pack,108.0,8,0.1,24.93
2022-01-22,2022-01-24,Customer_266,Consumer,United States,Sample City,Sample State,East,Personal Care,Personal Care,Face Wash 100ml,270.75,3,0.05,81.67
2022-01-22,2022-01-24,Customer_877,Home Office,United States,Sample City,Sample State,East,Snacks,Snacks,Instant Noodles Pack,128.25,9,0.05,44.19
2022-01-22,2022-01-23,Customer_911,Home Office,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Toothpaste 150g,600.0,8,0.0,132.23
2022-01-22,2022-01-24,Customer_309,Home Office,United States,Sample City,Sample State,West,Household,Household,Dish Wash Liquid 500ml,836.0,8,0.05,125.92
2022-01-22,2022-01-24,Customer_286,Corporate,United States,Sample City,Sample State,East,Snacks,Snacks,Masala Chips 50g,36.0,2,0.1,8.39
2022-01-22,2022-01-24,Customer_375,Corporate,United States,Sample City,Sample State,West,Snacks,Snacks,Masala Chips 50g,95.0,5,0.05,25.22
2022-01-22,2022-01-25,Customer_915,Home Office,United States,Sample City,Sample State,South,Beverages,Beverages,Mango Juice 1L,136.0,2,0.2,22.12
2022-01-22,2022-01-25,Customer_826,Home Office,United States,Sample City,Sample State,South,Snacks,Snacks,Dark Chocolate Bar,448.0,7,0.2,86.08
2022-01-22,2022-01-23,Customer_261,Corporate,United States,Sample City,Sample State,East,Household,Household,Dish Wash Liquid 500ml,693.0,7,0.1,120.86
2022-01-22,2022-01-23,Customer_137,Corporate,United States,Sample City,Sample State,West,Snacks,Snacks,Instant Noodles Pack,108.0,8,0.1,17.33
2022-01-22,2022-01-25,Customer_465,Consumer,United States,Sample City,Sample State,Central,Household,Household,Dish Wash Liquid 500ml,660.0,6,0.0,167.26
2022-01-22,2022-01-25,Customer_830,Corporate,United States,Sample City,Sample State,Central,Beverages,Beverages,Mango Juice 1L,204.0,3,0.2,70.57
2022-01-22,2022-01-23,Customer_101,Home Office,United States,Sample City,Sample State,East,Personal Care,Personal Care,Toothpaste 150g,120.0,2,0.2,35.28
2022-01-23,2022-01-26,Customer_390,Corporate,United States,Sample City,Sample State,South,Personal Care,Personal Care,Toothpaste 150g,120.0,2,0.2,37.76
2022-01-23,2022-01-26,Customer_729,Home Office,United States,Sample City,Sample State,West,Personal Care,Personal Care,Face Wash 100ml,541.5,6,0.05,97.89
2022-01-23,2022-01-24,Customer_760,Consumer,United States,Sample City,Sample State,Central,Beverages,Beverages,Cola 750ml,128.25,3,0.05,33.68
2022-01-23,2022-01-26,Customer_451,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Instant Noodles Pack,15.0,1,0.0,4.85
2022-01-23,2022-01-24,Customer_781,Corporate,United States,Sample City,Sample State,East,Beverages,Beverages,Cola 750ml,42.75,1,0.05,14.48
2022-01-23,2022-01-25,Customer_942,Corporate,United States,Sample City,Sample State,West,Personal Care,Personal Care,Hand Sanitizer 100ml,160.0,4,0.2,46.46
2022-01-23,2022-01-24,Customer_806,Consumer,United States,Sample City,Sample State,East,Beverages,Beverages,Cola 750ml,135.0,3,0.0,38.94
2022-01-23,2022-01-24,Customer_830,Corporate,United States,Sample City,Sample State,South,Snacks,Snacks,Dark Chocolate Bar,456.0,6,0.05,88.06
2022-01-23,2022-01-24,Customer_413,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Cola 750ml,225.0,5,0.0,73.39
2022-01-23,2022-01-24,Customer_719,Corporate,United States,Sample City,Sample State,South,Snacks,Snacks,Instant Noodles Pack,105.0,7,0.0,29.42
2022-01-23,2022-01-26,Customer_588,Corporate,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Herbal Shampoo 180ml,864.0,8,0.1,230.33
2022-01-23,2022-01-25,Customer_840,Corporate,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Face Wash 100ml,285.0,3,0.0,42.4
2022-01-23,2022-01-26,Customer_559,Home Office,United States,Sample City,Sample State,South,Personal Care,Personal Care,Face Wash 100ml,456.0,6,0.2,48.53
2022-01-23,2022-01-26,Customer_394,Corporate,United States,Sample City,Sample State,South,Snacks,Snacks,Instant Noodles Pack,67.5,5,0.1,21.19
2022-01-23,2022-01-25,Customer_441,Home Office,United States,Sample City,Sample State,East,Snacks,Snacks,Masala Chips 50g,128.0,8,0.2,25.82
2022-01-23,2022-01-26,Customer_363,Consumer,United States,Sample City,Sample State,South,Personal Care,Personal Care,Hand Sanitizer 100ml,350.0,7,0.0,88.15
2022-01-23,2022-01-26,Customer_379,Corporate,United States,Sample City,Sample State,West,Household,Household,Floor Cleaner 1L,336.0,3,0.2,108.25
2022-01-24,2022-01-25,Customer_781,Home Office,United States,Sample City,Sample State,West,Snacks,Snacks,Instant Noodles Pack,99.75,7,0.05,25.12
2022-01-24,2022-01-27,Customer_655,Consumer,United States,Sample City,Sample State,South,Household,Household,Floor Cleaner 1L,420.0,3,0.0,50.51
2022-01-24,2022-01-27,Customer_555,Home Office,United States,Sample City,Sample State,South,Snacks,Snacks,Dark Chocolate Bar,76.0,1,0.05,14.11
2022-01-24,2022-01-25,Customer_859,Consumer,United States,Sample City,Sample State,Central,Household,Household,Dish Wash Liquid 500ml,660.0,6,0.0,114.45
2022-01-24,2022-01-25,Customer_722,Home Office,United States,Sample City,Sample State,Central,Household,Household,Dish Wash Liquid 500ml,704.0,8,0.2,205.28
2022-01-24,2022-01-27,Customer_943,Corporate,United States,Sample City,Sample State,South,Personal Care,Personal Care,Hand Sanitizer 100ml,180.0,4,0.1,27.49
2022-01-24,2022-01-25,Customer_508,Home Office,United States,Sample City,Sample State,West,Personal Care,Personal Care,Herbal Shampoo 180ml,720.0,6,0.0,142.82
2022-01-24,2022-01-25,Customer_656,Corporate,United States,Sample City,Sample State,Central,Beverages,Beverages,Mango Juice 1L,255.0,3,0.0,60.09
2022-01-24,2022-01-27,Customer_861,Consumer,United States,Sample City,Sample State,South,Personal Care,Personal Care,Face Wash 100ml,90.25,1,0.05,11.83
2022-01-24,2022-01-26,Customer_577,Consumer,United States,Sample City,Sample State,West,Beverages,Beverages,Green Tea Box,1080.0,8,0.1,232.68
2022-01-24,2022-01-25,Customer_224,Corporate,United States,Sample City,Sample State,West,Snacks,Snacks,Classic Namkeen 200g,152.0,4,0.05,19.04
2022-01-24,2022-01-26,Customer_850,Home Office,United States,Sample City,Sample State,West,Beverages,Beverages,Cola 750ml,216.0,6,0.2,64.66
2022-01-24,2022-01-25,Customer_210,Consumer,United States,Sample City,Sample State,South,Household,Household,Laundry Detergent 1kg,840.0,4,0.0,151.26
2022-01-24,2022-01-27,Customer_703,Consumer,United States,Sample City,Sample State,West,Personal Care,Personal Care,Hand Sanitizer 100ml,142.5,3,0.05,20.01
2022-01-25,2022-01-26,Customer_146,Consumer,United States,Sample City,Sample State,West,Snacks,Snacks,Masala Chips 50g,76.0,4,0.05,22.76
2022-01-25,2022-01-27,Customer_745,Consumer,United States,Sample City,Sample State,South,Household,Household,Floor Cleaner 1L,126.0,1,0.1,40.41
2022-01-25,2022-01-27,Customer_286,Home Office,United States,Sample City,Sample State,South,Household,Household,Dish Wash Liquid 500ml,495.0,5,0.1,81.39
2022-01-25,2022-01-27,Customer_419,Home Office,United States,Sample City,Sample State,West,Household,Household,Floor Cleaner 1L,798.0,6,0.05,277.76
2022-01-25,2022-01-26,Customer_880,Home Office,United States,Sample City,Sample State,East,Personal Care,Personal Care,Herbal Shampoo 180ml,228.0,2,0.05,76.41
2022-01-25,2022-01-26,Customer_920,Corporate,United States,Sample City,Sample State,Central,Beverages,Beverages,Mango Juice 1L,459.0,6,0.1,112.59
2022-01-26,2022-01-27,Customer_779,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Green Tea Box,1215.0,9,0.1,138.72
2022-01-26,2022-01-28,Customer_727,Corporate,United States,Sample City,Sample State,East,Snacks,Snacks,Instant Noodles Pack,24.0,2,0.2,6.57
2022-01-26,2022-01-29,Customer_438,Consumer,United States,Sample City,Sample State,West,Snacks,Snacks,Instant Noodles Pack,121.5,9,0.1,34.27
2022-01-26,2022-01-28,Customer_708,Home Office,United States,Sample City,Sample State,South,Personal Care,Personal Care,Hand Sanitizer 100ml,142.5,3,0.05,48.76
2022-01-26,2022-01-29,Customer_309,Corporate,United States,Sample City,Sample State,West,Personal Care,Personal Care,Toothpaste 150g,600.0,8,0.0,85.45
2022-01-26,2022-01-28,Customer_889,Home Office,United States,Sample City,Sample State,West,Beverages,Beverages,Green Tea Box,960.0,8,0.2,290.44
2022-01-26,2022-01-29,Customer_568,Corporate,United States,Sample City,Sample State,East,Snacks,Snacks,Dark Chocolate Bar,380.0,5,0.05,122.73
2022-01-26,2022-01-27,Customer_209,Corporate,United States,Sample City,Sample State,East,Personal Care,Personal Care,Toothpaste 150g,285.0,4,0.05,82.85
2022-01-26,2022-01-27,Customer_194,Consumer,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Toothpaste 150g,540.0,9,0.2,97.55
2022-01-26,2022-01-28,Customer_438,Consumer,United States,Sample City,Sample State,Central,Household,Household,Laundry Detergent 1kg,1512.0,8,0.1,160.69
2022-01-26,2022-01-28,Customer_813,Consumer,United States,Sample City,Sample State,South,Beverages,Beverages,Green Tea Box,120.0,1,0.2,25.12
2022-01-26,2022-01-27,Customer_793,Consumer,United States,Sample City,Sample State,East,Personal Care,Personal Care,Herbal Shampoo 180ml,342.0,3,0.05,57.75
2022-01-26,2022-01-28,Customer_831,Home Office,United States,Sample City,Sample State,Central,Snacks,Snacks,Dark Chocolate Bar,128.0,2,0.2,25.68
2022-01-26,2022-01-28,Customer_271,Consumer,United States,Sample City,Sample State,East,Personal Care,Personal Care,Face Wash 100ml,722.0,8,0.05,136.44
2022-01-26,2022-01-29,Customer_478,Home Office,United States,Sample City,Sample State,South,Household,Household,Laundry Detergent 1kg,199.5,1,0.05,52.88
2022-01-26,2022-01-29,Customer_862,Home Office,United States,Sample City,Sample State,West,Household,Household,Laundry Detergent 1kg,1050.0,5,0.0,307.34
2022-01-26,2022-01-29,Customer_275,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Cola 750ml,299.25,7,0.05,51.25
2022-01-26,2022-01-29,Customer_423,Consumer,United States,Sample City,Sample State,South,Snacks,Snacks,Classic Namkeen 200g,190.0,5,0.05,30.0
2022-01-26,2022-01-27,Customer_849,Corporate,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Hand Sanitizer 100ml,315.0,7,0.1,43.09
2022-01-27,2022-01-28,Customer_120,Home Office,United States,Sample City,Sample State,South,Snacks,Snacks,Instant Noodles Pack,108.0,8,0.1,21.12
2022-01-27,2022-01-28,Customer_837,Corporate,United States,Sample City,Sample State,South,Personal Care,Personal Care,Hand Sanitizer 100ml,45.0,1,0.1,12.65
2022-01-27,2022-01-29,Customer_179,Corporate,United States,Sample City,Sample State,East,Beverages,Beverages,Cola 750ml,128.25,3,0.05,28.25
2022-01-27,2022-01-30,Customer_914,Home Office,United States,Sample City,Sample State,East,Household,Household,Laundry Detergent 1kg,1512.0,8,0.1,386.63
2022-01-27,2022-01-28,Customer_821,Home Office,United States,Sample City,Sample State,South,Snacks,Snacks,Masala Chips 50g,18.0,1,0.1,4.09
2022-01-27,2022-01-28,Customer_388,Home Office,United States,Sample City,Sample State,East,Snacks,Snacks,Classic Namkeen 200g,80.0,2,0.0,22.77
2022-01-27,2022-01-29,Customer_345,Corporate,United States,Sample City,Sample State,South,Household,Household,Floor Cleaner 1L,399.0,3,0.05,132.53
2022-01-27,2022-01-30,Customer_459,Corporate,United States,Sample City,Sample State,East,Personal Care,Personal Care,Face Wash 100ml,152.0,2,0.2,45.5
2022-01-27,2022-01-30,Customer_644,Corporate,United States,Sample City,Sample State,South,Snacks,Snacks,Instant Noodles Pack,135.0,9,0.0,16.2
2022-01-27,2022-01-28,Customer_647,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Green Tea Box,997.5,7,0.05,168.23
2022-01-27,2022-01-29,Customer_423,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Cola 750ml,81.0,2,0.1,24.57
2022-01-27,2022-01-29,Customer_549,Corporate,United States,Sample City,Sample State,South,Personal Care,Personal Care,Hand Sanitizer 100ml,120.0,3,0.2,37.37
2022-01-27,2022-01-28,Customer_140,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Mango Juice 1L,612.0,8,0.1,199.97
2022-01-27,2022-01-30,Customer_740,Corporate,United States,Sample City,Sample State,South,Personal Care,Personal Care,Face Wash 100ml,171.0,2,0.1,54.68
2022-01-27,2022-01-30,Customer_570,Corporate,United States,Sample City,Sample State,Central,Household,Household,Dish Wash Liquid 500ml,627.0,6,0.05,216.77
2022-01-27,2022-01-30,Customer_997,Home Office,United States,Sample City,Sample State,South,Personal Care,Personal Care,Hand Sanitizer 100ml,350.0,7,0.0,75.85
2022-01-27,2022-01-29,Customer_522,Home Office,United States,Sample City,Sample State,Central,Snacks,Snacks,Classic Namkeen 200g,342.0,9,0.05,72.7
2022-01-27,2022-01-28,Customer_837,Consumer,United States,Sample City,Sample State,West,Household,Household,Laundry Detergent 1kg,199.5,1,0.05,36.11
2022-01-27,2022-01-30,Customer_493,Home Office,United States,Sample City,Sample State,South,Beverages,Beverages,Cola 750ml,180.0,5,0.2,40.85
2022-01-27,2022-01-28,Customer_245,Home Office,United States,Sample City,Sample State,East,Household,Household,Floor Cleaner 1L,1120.0,8,0.0,139.17
2022-01-27,2022-01-29,Customer_621,Consumer,United States,Sample City,Sample State,West,Household,Household,Laundry Detergent 1kg,840.0,4,0.0,236.5
2022-01-27,2022-01-29,Customer_752,Corporate,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Face Wash 100ml,90.25,1,0.05,16.75
2022-01-27,2022-01-28,Customer_191,Home Office,United States,Sample City,Sample State,West,Household,Household,Floor Cleaner 1L,882.0,7,0.1,237.55
2022-01-27,2022-01-29,Customer_156,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Instant Noodles Pack,84.0,7,0.2,26.27
2022-01-28,2022-01-30,Customer_306,Home Office,United States,Sample City,Sample State,East,Beverages,Beverages,Mango Juice 1L,340.0,4,0.0,114.77
2022-01-28,2022-01-31,Customer_709,Consumer,United States,Sample City,Sample State,South,Snacks,Snacks,Classic Namkeen 200g,280.0,7,0.0,59.43
2022-01-28,2022-01-29,Customer_810,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Masala Chips 50g,80.0,4,0.0,22.5
2022-01-28,2022-01-30,Customer_958,Consumer,United States,Sample City,Sample State,East,Snacks,Snacks,Dark Chocolate Bar,720.0,9,0.0,187.38
2022-01-28,2022-01-29,Customer_440,Consumer,United States,Sample City,Sample State,West,Snacks,Snacks,Masala Chips 50g,80.0,4,0.0,9.96
2022-01-28,2022-01-30,Customer_844,Consumer,United States,Sample City,Sample State,South,Personal Care,Personal Care,Toothpaste 150g,498.75,7,0.05,166.71
2022-01-28,2022-01-30,Customer_227,Consumer,United States,Sample City,Sample State,East,Personal Care,Personal Care,Hand Sanitizer 100ml,332.5,7,0.05,58.22
2022-01-28,2022-01-29,Customer_368,Corporate,United States,Sample City,Sample State,Central,Beverages,Beverages,Green Tea Box,570.0,4,0.05,196.94
2022-01-28,2022-01-29,Customer_104,Corporate,United States,Sample City,Sample State,East,Household,Household,Dish Wash Liquid 500ml,396.0,4,0.1,54.71
2022-01-28,2022-01-31,Customer_288,Consumer,United States,Sample City,Sample State,West,Beverages,Beverages,Mango Juice 1L,688.5,9,0.1,161.42
2022-01-28,2022-01-30,Customer_232,Corporate,United States,Sample City,Sample State,South,Household,Household,Laundry Detergent 1kg,399.0,2,0.05,113.43
2022-01-28,2022-01-31,Customer_537,Home Office,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Face Wash 100ml,152.0,2,0.2,51.4
2022-01-28,2022-01-29,Customer_855,Home Office,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Hand Sanitizer 100ml,280.0,7,0.2,50.04
2022-01-28,2022-01-31,Customer_347,Consumer,United States,Sample City,Sample State,West,Beverages,Beverages,Mineral Water 1L,96.0,6,0.2,17.34
2022-01-28,2022-01-30,Customer_634,Consumer,United States,Sample City,Sample State,West,Beverages,Beverages,Cola 750ml,121.5,3,0.1,35.11
2022-01-28,2022-01-31,Customer_147,Home Office,United States,Sample City,Sample State,Central,Beverages,Beverages,Mineral Water 1L,108.0,6,0.1,25.0
2022-01-28,2022-01-29,Customer_275,Home Office,United States,Sample City,Sample State,South,Snacks,Snacks,Classic Namkeen 200g,36.0,1,0.1,4.06
2022-01-29,2022-02-01,Customer_965,Home Office,United States,Sample City,Sample State,South,Beverages,Beverages,Mango Juice 1L,68.0,1,0.2,17.46
2022-01-29,2022-01-30,Customer_687,Home Office,United States,Sample City,Sample State,South,Personal Care,Personal Care,Toothpaste 150g,337.5,5,0.1,98.17
2022-01-29,2022-02-01,Customer_975,Consumer,United States,Sample City,Sample State,Central,Snacks,Snacks,Instant Noodles Pack,114.0,8,0.05,34.86
2022-01-29,2022-01-30,Customer_918,Corporate,United States,Sample City,Sample State,South,Personal Care,Personal Care,Herbal Shampoo 180ml,684.0,6,0.05,194.09
2022-01-29,2022-01-31,Customer_421,Home Office,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Hand Sanitizer 100ml,315.0,7,0.1,60.71
2022-01-29,2022-02-01,Customer_321,Corporate,United States,Sample City,Sample State,South,Household,Household,Floor Cleaner 1L,252.0,2,0.1,51.2
2022-01-29,2022-01-30,Customer_698,Home Office,United States,Sample City,Sample State,East,Personal Care,Personal Care,Face Wash 100ml,380.0,4,0.0,59.15
2022-01-29,2022-02-01,Customer_665,Corporate,United States,Sample City,Sample State,West,Personal Care,Personal Care,Hand Sanitizer 100ml,350.0,7,0.0,42.31
2022-01-29,2022-01-30,Customer_338,Consumer,United States,Sample City,Sample State,East,Snacks,Snacks,Dark Chocolate Bar,532.0,7,0.05,90.5
2022-01-29,2022-01-31,Customer_609,Consumer,United States,Sample City,Sample State,West,Personal Care,Personal Care,Hand Sanitizer 100ml,350.0,7,0.0,95.8
2022-01-29,2022-01-30,Customer_969,Home Office,United States,Sample City,Sample State,West,Personal Care,Personal Care,Face Wash 100ml,256.5,3,0.1,31.21
2022-01-29,2022-01-31,Customer_266,Corporate,United States,Sample City,Sample State,East,Household,Household,Floor Cleaner 1L,630.0,5,0.1,110.27
2022-01-29,2022-01-31,Customer_169,Home Office,United States,Sample City,Sample State,West,Beverages,Beverages,Mineral Water 1L,64.0,4,0.2,17.07
2022-01-29,2022-01-30,Customer_281,Home Office,United States,Sample City,Sample State,East,Personal Care,Personal Care,Herbal Shampoo 180ml,96.0,1,0.2,22.98
2022-01-29,2022-01-30,Customer_782,Corporate,United States,Sample City,Sample State,West,Personal Care,Personal Care,Hand Sanitizer 100ml,150.0,3,0.0,26.53
2022-01-29,2022-01-30,Customer_211,Corporate,United States,Sample City,Sample State,South,Snacks,Snacks,Dark Chocolate Bar,640.0,8,0.0,185.09
2022-01-29,2022-01-31,Customer_321,Home Office,United States,Sample City,Sample State,West,Household,Household,Floor Cleaner 1L,931.0,7,0.05,314.51
2022-01-29,2022-01-31,Customer_925,Home Office,United States,Sample City,Sample State,East,Snacks,Snacks,Classic Namkeen 200g,288.0,9,0.2,79.0
2022-01-29,2022-01-31,Customer_970,Corporate,United States,Sample City,Sample State,West,Personal Care,Personal Care,Toothpaste 150g,480.0,8,0.2,107.18
2022-01-29,2022-02-01,Customer_868,Consumer,United States,Sample City,Sample State,East,Snacks,Snacks,Classic Namkeen 200g,144.0,4,0.1,50.31
2022-01-29,2022-01-30,Customer_652,Consumer,United States,Sample City,Sample State,South,Personal Care,Personal Care,Hand Sanitizer 100ml,142.5,3,0.05,46.27
2022-01-29,2022-01-30,Customer_575,Consumer,United States,Sample City,Sample State,South,Household,Household,Dish Wash Liquid 500ml,209.0,2,0.05,30.48
2022-01-30,2022-02-01,Customer_793,Consumer,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Hand Sanitizer 100ml,332.5,7,0.05,57.72
2022-01-30,2022-01-31,Customer_190,Home Office,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Hand Sanitizer 100ml,380.0,8,0.05,42.8
2022-01-30,2022-02-01,Customer_798,Consumer,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Herbal Shampoo 180ml,480.0,5,0.2,83.53
2022-01-30,2022-01-31,Customer_726,Corporate,United States,Sample City,Sample State,South,Household,Household,Floor Cleaner 1L,420.0,3,0.0,112.93
2022-01-30,2022-02-02,Customer_323,Corporate,United States,Sample City,Sample State,East,Personal Care,Personal Care,Toothpaste 150g,142.5,2,0.05,17.34
2022-01-30,2022-02-02,Customer_285,Corporate,United States,Sample City,Sample State,Central,Household,Household,Laundry Detergent 1kg,189.0,1,0.1,32.86
2022-01-30,2022-01-31,Customer_605,Consumer,United States,Sample City,Sample State,West,Snacks,Snacks,Masala Chips 50g,160.0,8,0.0,33.68
2022-01-31,2022-02-02,Customer_834,Home Office,United States,Sample City,Sample State,West,Personal Care,Personal Care,Herbal Shampoo 180ml,768.0,8,0.2,83.67
2022-01-31,2022-02-01,Customer_353,Home Office,United States,Sample City,Sample State,South,Household,Household,Floor Cleaner 1L,1134.0,9,0.1,296.55
2022-01-31,2022-02-02,Customer_203,Home Office,United States,Sample City,Sample State,West,Snacks,Snacks,Instant Noodles Pack,60.0,4,0.0,7.84
2022-01-31,2022-02-03,Customer_995,Consumer,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Toothpaste 150g,450.0,6,0.0,52.18
2022-01-31,2022-02-01,Customer_401,Consumer,United States,Sample City,Sample State,South,Personal Care,Personal Care,Face Wash 100ml,342.0,4,0.1,78.64
2022-01-31,2022-02-02,Customer_551,Corporate,United States,Sample City,Sample State,Central,Household,Household,Dish Wash Liquid 500ml,880.0,8,0.0,225.25
2022-01-31,2022-02-03,Customer_317,Consumer,United States,Sample City,Sample State,Central,Beverages,Beverages,Mineral Water 1L,20.0,1,0.0,6.81
2022-01-31,2022-02-02,Customer_957,Consumer,United States,Sample City,Sample State,Central,Household,Household,Dish Wash Liquid 500ml,209.0,2,0.05,68.48
2022-01-31,2022-02-03,Customer_721,Corporate,United States,Sample City,Sample State,Central,Household,Household,Floor Cleaner 1L,980.0,7,0.0,160.33
2022-01-31,2022-02-02,Customer_355,Consumer,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Hand Sanitizer 100ml,45.0,1,0.1,10.98
2022-01-31,2022-02-01,Customer_313,Corporate,United States,Sample City,Sample State,South,Snacks,Snacks,Masala Chips 50g,95.0,5,0.05,12.19
2022-01-31,2022-02-02,Customer_362,Corporate,United States,Sample City,Sample State,West,Beverages,Beverages,Mango Juice 1L,340.0,4,0.0,98.86
2022-01-31,2022-02-01,Customer_590,Consumer,United States,Sample City,Sample State,East,Snacks,Snacks,Instant Noodles Pack,71.25,5,0.05,17.45
2022-01-31,2022-02-01,Customer_281,Corporate,United States,Sample City,Sample State,West,Snacks,Snacks,Classic Namkeen 200g,32.0,1,0.2,10.82
2022-01-31,2022-02-03,Customer_158,Home Office,United States,Sample City,Sample State,Central,Personal Care,Personal Care,Face Wash 100ml,812.25,9,0.05,186.28
